"2:1,0.48","7:9,0.82","12:4,0.65","20:2,0.33","24:6,0.64","28:3,0.8","36:9,0.54","38:5,0.89","42:5,0.59","45:3,0.5","56:8,0.6","63:5,0.65","66:2,0.33","70:7,0.48","77:1,0.37","86:5,0.31","90:4,0.89","94:8,0.33","97:1,0.45","100:5,0.79","114:1,0.37","120:6,0.72","128:2,0.58"
"2:1,0.69","7:5,0.88","12:2,0.39","20:3,0.57","24:8,0.41","33:7,0.75","36:2,0.36","38:1,0.57","42:3,0.83","45:2,0.5","56:8,0.35","63:9,0.67","67:7,0.79","71:3,0.6","79:8,0.38","88:5,0.35","90:8,0.87","94:4,0.87","97:8,0.8","100:1,0.47","114:5,0.79","120:5,0.43","123:5,0.35"
"2:4,0.55","7:6,0.7","12:7,0.9","20:2,0.39","24:2,0.44","33:8,0.37","36:7,0.71","38:6,0.35","42:4,0.36","45:7,0.85","56:6,0.48","63:5,0.77","67:5,0.35","71:9,0.85","79:4,0.56","88:8,0.81","90:3,0.83","94:5,0.5","97:6,0.57","100:4,0.41","114:8,0.67","120:7,0.33","125:1,0.48"
"2:3,0.51","7:1,0.6","12:2,0.81","20:6,0.45","24:3,0.6","33:2,0.41","36:1,0.56","38:4,0.65","42:6,0.53","45:9,0.65","56:5,0.82","63:1,0.51","67:5,0.42","71:8,0.74","79:8,0.76","88:7,0.48","90:6,0.57","94:4,0.62","97:9,0.32","100:8,0.3","114:6,0.63","120:5,0.7","128:5,0.64"
"2:8,0.9","7:5,0.37","12:2,0.57","20:5,0.83","24:4,0.82","33:6,0.58","36:4,0.62","38:5,0.33","42:7,0.49","45:2,0.7","56:1,0.53","63:8,0.67","67:6,0.41","71:9,0.31","79:5,0.3","86:7,0.52","90:1,0.37","94:9,0.81","97:4,0.37","100:8,0.61","114:6,0.58","120:1,0.76","123:9,0.73"
"2:2,0.47","7:2,0.57","12:6,0.51","20:4,0.7","24:3,0.7","33:7,0.63","36:6,0.61","38:8,0.68","42:8,0.31","45:7,0.73","56:4,0.39","63:5,0.31","67:7,0.88","71:5,0.54","79:5,0.67","86:8,0.64","90:1,0.73","94:6,0.54","97:8,0.67","100:4,0.57","114:5,0.59","120:8,0.52","125:5,0.68"
"2:7,0.59","7:8,0.67","12:9,0.49","20:7,0.75","24:2,0.68","33:2,0.5","36:6,0.39","38:6,0.63","42:5,0.73","45:2,0.71","56:9,0.41","63:5,0.44","67:2,0.71","71:4,0.68","79:5,0.85","86:4,0.52","90:7,0.83","94:8,0.82","97:7,0.39","100:8,0.6","114:2,0.46","120:9,0.83","128:5,0.65"
"2:1,0.76","7:4,0.72","12:1,0.72","20:2,0.48","24:6,0.32","33:8,0.65","36:1,0.78","38:8,0.53","42:8,0.35","45:5,0.37","56:1,0.43","63:2,0.56","67:8,0.71","71:2,0.54","77:7,0.49","88:5,0.68","90:4,0.52","94:6,0.73","97:7,0.51","100:3,0.68","114:9,0.41","120:4,0.53","123:8,0.75"
"2:3,0.43","7:8,0.66","12:7,0.89","20:8,0.46","24:8,0.86","33:4,0.86","36:1,0.77","38:7,0.84","42:1,0.57","45:5,0.38","56:8,0.84","63:7,0.55","67:4,0.38","71:3,0.7","77:2,0.85","88:2,0.72","90:3,0.58","94:6,0.63","97:8,0.5","100:3,0.85","114:3,0.39","120:9,0.36","125:9,0.88"
"2:7,0.63","7:3,0.76","12:1,0.77","20:2,0.3","24:2,0.35","33:9,0.65","36:3,0.42","38:2,0.76","42:6,0.83","45:3,0.44","56:9,0.89","63:7,0.38","67:8,0.5","71:5,0.38","77:7,0.61","88:5,0.89","90:8,0.61","94:4,0.68","97:1,0.58","100:1,0.45","114:9,0.53","120:4,0.75","128:2,0.79"
"2:9,0.34","7:9,0.52","12:3,0.59","20:1,0.81","24:7,0.81","33:7,0.81","36:5,0.88","38:8,0.55","42:8,0.4","45:7,0.82","56:8,0.53","63:2,0.66","67:7,0.66","71:1,0.88","77:9,0.73","86:8,0.37","90:3,0.82","94:3,0.4","97:3,0.7","100:4,0.44","114:7,0.82","120:7,0.38","123:6,0.81"
"2:5,0.53","7:8,0.6","12:4,0.51","20:9,0.66","24:8,0.67","33:1,0.49","36:7,0.35","38:5,0.37","42:5,0.75","45:6,0.69","56:9,0.85","63:3,0.87","67:4,0.46","71:7,0.75","77:5,0.77","86:2,0.66","90:2,0.87","94:6,0.78","97:5,0.38","100:7,0.83","114:3,0.55","120:5,0.76","125:5,0.79"
"2:7,0.67","7:6,0.66","12:4,0.5","20:9,0.42","24:7,0.84","33:6,0.59","36:4,0.34","38:6,0.64","42:1,0.47","45:9,0.59","56:3,0.75","63:6,0.58","67:4,0.4","71:5,0.53","77:8,0.6","86:5,0.32","90:5,0.42","94:7,0.51","97:5,0.72","100:4,0.35","114:8,0.75","120:5,0.55","128:8,0.9"
"2:8,0.73","7:9,0.33","12:3,0.41","20:7,0.36","24:8,0.59","33:4,0.5","36:3,0.73","38:3,0.74","42:4,0.73","45:9,0.3","56:9,0.38","63:5,0.61","67:3,0.71","70:9,0.67","79:3,0.34","88:5,0.62","90:5,0.75","94:9,0.56","97:8,0.5","100:7,0.68","114:1,0.48","120:9,0.87","123:4,0.63"
"2:1,0.46","7:9,0.67","12:4,0.54","20:4,0.68","24:6,0.77","33:9,0.75","36:1,0.32","38:3,0.41","42:9,0.48","45:2,0.6","56:7,0.69","63:7,0.35","67:8,0.5","70:7,0.84","79:2,0.65","88:5,0.73","90:8,0.47","94:6,0.61","97:7,0.63","100:3,0.34","114:9,0.47","120:8,0.47","125:9,0.7"
"2:8,0.65","7:2,0.57","12:4,0.58","20:6,0.71","24:3,0.66","33:8,0.32","36:7,0.81","38:4,0.44","42:2,0.83","45:1,0.37","56:7,0.67","63:8,0.5","67:1,0.8","70:3,0.86","79:3,0.78","88:9,0.4","90:1,0.57","94:4,0.58","97:4,0.63","100:6,0.34","114:5,0.7","120:5,0.81","128:6,0.77"
"2:3,0.75","7:2,0.37","12:7,0.75","20:7,0.37","24:7,0.54","33:5,0.43","36:3,0.8","38:6,0.67","42:2,0.37","45:2,0.42","56:8,0.65","63:6,0.46","67:9,0.31","70:1,0.6","79:5,0.31","86:1,0.82","90:5,0.65","94:7,0.71","97:5,0.72","100:2,0.72","114:4,0.37","120:9,0.41","123:5,0.76"
"2:9,0.68","7:6,0.49","12:3,0.83","20:9,0.55","24:9,0.53","33:1,0.72","36:5,0.36","38:5,0.55","42:5,0.4","45:4,0.35","56:7,0.5","63:2,0.87","67:2,0.55","70:6,0.82","79:7,0.33","86:7,0.78","90:5,0.56","94:1,0.5","97:5,0.67","100:4,0.7","114:6,0.84","120:4,0.77","125:3,0.38"
"2:6,0.32","7:1,0.35","12:2,0.44","20:4,0.61","24:7,0.72","33:8,0.42","36:3,0.48","38:6,0.36","42:5,0.53","45:7,0.32","56:3,0.59","63:1,0.65","67:9,0.89","70:7,0.43","79:2,0.39","86:8,0.42","90:9,0.71","94:9,0.42","97:5,0.73","100:9,0.43","114:1,0.4","120:1,0.69","128:4,0.87"
"2:7,0.79","7:5,0.74","12:9,0.51","20:4,0.7","24:1,0.59","33:3,0.71","36:1,0.87","38:5,0.6","42:8,0.85","45:8,0.83","56:7,0.74","63:6,0.72","67:1,0.76","70:4,0.67","77:8,0.68","88:6,0.6","90:1,0.82","94:8,0.35","97:9,0.58","100:2,0.74","114:7,0.87","120:7,0.35","123:8,0.7"
"2:7,0.83","7:2,0.57","12:1,0.31","20:6,0.33","24:8,0.72","33:8,0.36","36:6,0.88","38:2,0.9","42:6,0.87","45:3,0.82","56:6,0.51","63:9,0.56","67:6,0.61","70:2,0.6","77:3,0.53","88:9,0.77","90:5,0.61","94:9,0.57","97:1,0.74","100:5,0.52","114:6,0.81","120:5,0.64","125:3,0.81"
"2:7,0.77","7:2,0.82","12:8,0.42","20:3,0.3","24:7,0.38","33:8,0.54","36:5,0.69","38:5,0.69","42:7,0.4","45:9,0.47","56:6,0.45","63:1,0.51","67:3,0.45","70:1,0.85","77:3,0.51","88:4,0.41","90:1,0.52","94:4,0.55","97:2,0.6","100:6,0.32","114:3,0.56","120:8,0.82","128:9,0.52"
"2:9,0.55","7:2,0.47","12:1,0.32","20:8,0.47","24:5,0.73","33:6,0.33","36:2,0.69","38:9,0.47","42:8,0.75","45:3,0.76","56:3,0.78","63:4,0.57","67:8,0.88","70:5,0.45","77:2,0.87","86:8,0.61","90:7,0.5","94:3,0.88","97:5,0.82","100:6,0.63","114:3,0.73","120:9,0.74","123:7,0.89"
"2:5,0.63","7:6,0.31","12:5,0.77","20:1,0.82","24:8,0.41","33:8,0.33","36:7,0.42","38:7,0.56","42:5,0.65","45:6,0.57","56:7,0.3","63:1,0.77","67:1,0.42","70:6,0.33","77:6,0.53","86:1,0.53","90:4,0.68","94:6,0.31","97:7,0.52","100:7,0.45","114:8,0.56","120:8,0.35","125:1,0.82"
"2:6,0.84","7:7,0.31","12:3,0.6","20:2,0.85","24:5,0.45","33:7,0.49","36:8,0.31","38:3,0.66","42:3,0.32","45:5,0.53","56:2,0.53","63:7,0.72","67:5,0.88","70:8,0.67","77:4,0.81","86:2,0.7","90:4,0.39","94:3,0.75","97:1,0.85","100:7,0.6","114:4,0.52","120:4,0.37","128:1,0.51"
"2:8,0.47","7:2,0.59","12:9,0.45","20:7,0.69","24:8,0.62","33:1,0.52","36:2,0.9","38:9,0.34","42:3,0.41","45:1,0.83","56:8,0.68","63:1,0.45","66:4,0.9","71:5,0.87","79:4,0.71","88:5,0.6","90:9,0.71","94:7,0.82","97:3,0.55","100:6,0.82","114:8,0.44","120:8,0.8","123:6,0.37"
"2:8,0.86","7:9,0.39","12:6,0.75","20:2,0.81","24:2,0.42","33:5,0.59","36:3,0.49","38:2,0.62","42:6,0.69","45:2,0.65","56:9,0.6","63:2,0.8","66:7,0.51","71:3,0.54","79:8,0.57","88:8,0.88","90:5,0.7","94:8,0.4","97:7,0.83","100:8,0.52","114:4,0.89","120:9,0.86","125:5,0.61"
"2:5,0.66","7:2,0.7","12:1,0.35","20:9,0.51","24:4,0.48","33:5,0.34","36:5,0.42","38:4,0.65","42:3,0.31","45:5,0.87","56:7,0.47","63:1,0.8","66:8,0.47","71:8,0.6","79:7,0.69","88:8,0.36","90:8,0.53","94:8,0.32","97:8,0.8","100:1,0.76","114:3,0.77","120:2,0.45","128:6,0.44"
"2:4,0.41","7:4,0.69","12:9,0.85","20:3,0.43","24:2,0.49","33:4,0.37","36:2,0.56","38:3,0.49","42:2,0.44","45:8,0.88","56:6,0.62","63:4,0.62","66:7,0.73","71:9,0.31","79:2,0.45","86:3,0.8","90:1,0.86","94:6,0.56","97:6,0.35","100:2,0.84","114:5,0.44","120:6,0.41","123:7,0.84"
"2:2,0.68","7:8,0.76","12:8,0.82","20:6,0.8","24:2,0.71","33:6,0.71","36:9,0.42","38:4,0.55","42:5,0.64","45:8,0.6","56:7,0.59","63:1,0.53","66:1,0.36","71:8,0.38","79:4,0.33","86:2,0.56","90:5,0.46","94:3,0.32","97:2,0.32","100:3,0.59","114:1,0.54","120:9,0.37","125:2,0.62"
"2:4,0.32","7:4,0.39","12:9,0.44","20:4,0.67","24:4,0.72","33:7,0.4","36:4,0.6","38:3,0.76","42:6,0.41","45:6,0.68","56:8,0.53","63:9,0.52","66:1,0.72","71:3,0.5","79:4,0.36","86:2,0.63","90:9,0.74","94:1,0.89","97:5,0.73","100:1,0.71","114:8,0.52","120:8,0.88","128:6,0.51"
"2:8,0.46","7:5,0.53","12:4,0.48","20:9,0.43","24:5,0.65","33:8,0.79","36:8,0.35","38:2,0.35","42:8,0.46","45:6,0.79","56:7,0.67","63:9,0.42","66:2,0.36","71:7,0.37","77:7,0.35","88:2,0.6","90:2,0.46","94:8,0.58","97:7,0.47","100:9,0.59","114:2,0.5","120:3,0.89","123:9,0.81"
"2:1,0.63","7:7,0.78","12:9,0.4","20:8,0.46","24:3,0.34","33:4,0.55","36:6,0.33","38:4,0.55","42:6,0.47","45:5,0.47","56:1,0.33","63:2,0.5","66:4,0.51","71:1,0.74","77:2,0.71","88:8,0.83","90:7,0.68","94:2,0.53","97:3,0.63","100:2,0.31","114:5,0.54","120:2,0.51","125:9,0.69"
"2:7,0.46","7:9,0.58","12:6,0.38","20:5,0.73","24:1,0.84","33:7,0.6","36:5,0.78","38:1,0.66","42:9,0.51","45:1,0.73","56:7,0.52","63:9,0.76","66:9,0.35","71:9,0.74","77:4,0.9","88:8,0.67","90:4,0.75","94:3,0.31","97:2,0.6","100:2,0.53","114:9,0.63","120:7,0.83","128:1,0.75"
"2:1,0.68","7:7,0.55","12:5,0.42","20:6,0.51","24:3,0.74","33:3,0.34","36:6,0.67","38:5,0.65","42:9,0.4","45:3,0.68","56:3,0.87","63:5,0.56","66:2,0.48","71:9,0.59","77:1,0.36","86:2,0.43","90:6,0.32","94:6,0.67","97:7,0.5","100:4,0.83","114:9,0.83","120:1,0.33","123:7,0.32"
"2:6,0.32","7:7,0.35","12:9,0.66","20:1,0.85","24:3,0.72","33:3,0.59","36:8,0.34","38:9,0.79","42:7,0.61","45:4,0.6","56:4,0.31","63:5,0.57","66:3,0.67","71:2,0.86","77:1,0.48","86:4,0.48","90:1,0.55","94:1,0.72","97:1,0.53","100:2,0.54","114:1,0.84","120:8,0.48","125:1,0.51"
"2:4,0.79","7:7,0.55","12:6,0.82","20:6,0.5","24:6,0.84","33:1,0.38","36:6,0.38","38:3,0.64","42:6,0.38","45:4,0.36","56:6,0.74","63:5,0.38","66:8,0.6","71:1,0.41","77:3,0.8","86:7,0.34","90:6,0.34","94:6,0.66","97:5,0.78","100:1,0.61","114:1,0.77","120:4,0.85","128:6,0.36"
"2:5,0.89","7:2,0.33","12:7,0.71","20:7,0.8","24:2,0.37","33:9,0.46","36:1,0.59","38:4,0.54","42:1,0.58","45:8,0.52","56:5,0.73","63:1,0.47","66:8,0.42","70:3,0.55","79:3,0.35","88:7,0.85","90:6,0.31","94:9,0.76","97:9,0.81","100:9,0.54","114:4,0.87","120:4,0.3","123:1,0.62"
"2:9,0.71","7:2,0.31","12:6,0.69","20:5,0.57","24:3,0.42","33:3,0.34","36:2,0.81","38:3,0.35","42:6,0.32","45:3,0.87","56:9,0.3","63:7,0.8","66:1,0.62","70:4,0.64","79:9,0.38","88:5,0.34","90:6,0.68","94:2,0.59","97:1,0.72","100:6,0.68","114:5,0.37","120:4,0.69","125:3,0.49"
"2:4,0.5","7:7,0.64","12:8,0.42","20:8,0.54","24:1,0.33","33:9,0.46","36:2,0.74","38:8,0.32","42:2,0.47","45:5,0.46","56:8,0.58","63:7,0.57","66:2,0.56","70:2,0.49","79:2,0.7","88:1,0.54","90:9,0.51","94:3,0.43","97:5,0.72","100:8,0.41","114:6,0.77","120:9,0.58","128:6,0.78"
"2:6,0.38","7:9,0.81","12:9,0.76","20:3,0.72","24:8,0.67","33:2,0.72","36:3,0.36","38:5,0.76","42:3,0.74","45:2,0.79","56:3,0.64","63:9,0.52","66:2,0.56","70:7,0.46","79:1,0.67","86:8,0.87","90:9,0.75","94:5,0.72","97:8,0.47","100:2,0.6","114:9,0.72","120:3,0.85","123:1,0.55"
"2:3,0.73","7:1,0.65","12:7,0.64","20:4,0.67","24:7,0.46","33:1,0.45","36:7,0.45","38:6,0.31","42:9,0.6","45:9,0.43","56:3,0.74","63:5,0.6","66:5,0.42","70:1,0.36","79:8,0.85","86:5,0.41","90:8,0.86","94:7,0.7","97:3,0.56","100:1,0.37","114:7,0.5","120:1,0.52","125:9,0.47"
"2:2,0.3","7:6,0.57","12:9,0.88","20:4,0.68","24:2,0.77","33:3,0.67","36:3,0.81","38:6,0.52","42:5,0.88","45:8,0.48","56:4,0.46","63:4,0.82","66:6,0.38","70:1,0.36","79:6,0.69","86:4,0.55","90:7,0.54","94:3,0.85","97:1,0.41","100:5,0.32","114:8,0.76","120:8,0.7","128:8,0.49"
"2:7,0.34","7:2,0.67","12:1,0.33","20:6,0.45","24:5,0.63","33:6,0.41","36:3,0.5","38:3,0.38","42:8,0.77","45:5,0.67","56:4,0.72","63:5,0.7","66:6,0.44","70:6,0.52","77:7,0.44","88:1,0.44","90:1,0.87","94:3,0.58","97:7,0.59","100:3,0.88","114:6,0.84","120:1,0.41","123:6,0.88"
"2:7,0.53","7:2,0.42","12:9,0.36","20:4,0.4","24:3,0.74","33:4,0.36","36:5,0.36","38:1,0.86","42:5,0.45","45:1,0.8","56:5,0.32","63:6,0.86","66:3,0.76","70:2,0.36","77:4,0.4","88:9,0.66","90:7,0.37","94:8,0.63","97:7,0.72","100:9,0.82","114:4,0.56","120:5,0.81","125:7,0.8"
"2:2,0.8","7:1,0.75","12:7,0.54","20:8,0.46","24:8,0.67","33:2,0.51","36:2,0.62","38:7,0.83","42:5,0.83","45:2,0.31","56:1,0.72","63:5,0.62","66:6,0.74","70:6,0.71","77:5,0.48","88:1,0.87","90:5,0.88","94:6,0.7","97:4,0.74","100:9,0.82","114:9,0.39","120:1,0.74","128:8,0.8"
"2:6,0.57","7:7,0.69","12:2,0.46","20:2,0.72","24:1,0.61","33:5,0.77","36:8,0.87","38:5,0.44","42:4,0.45","45:6,0.42","56:3,0.32","63:1,0.65","66:1,0.63","70:1,0.38","77:6,0.45","86:1,0.83","90:3,0.8","94:5,0.63","97:6,0.73","100:2,0.8","114:4,0.71","120:3,0.53","123:7,0.55"
"2:3,0.85","7:7,0.34","12:9,0.68","20:1,0.7","24:5,0.78","33:8,0.8","36:5,0.43","38:2,0.49","42:5,0.42","45:6,0.46","56:5,0.37","63:5,0.58","66:2,0.69","70:3,0.37","77:6,0.83","86:8,0.34","90:8,0.38","94:2,0.83","97:9,0.62","100:2,0.32","114:2,0.54","120:5,0.8","125:6,0.8"
"2:2,0.36","7:7,0.58","12:4,0.56","20:3,0.81","24:3,0.44","33:6,0.31","36:2,0.81","38:1,0.5","42:4,0.79","45:2,0.89","56:3,0.54","63:4,0.88","66:9,0.47","70:6,0.47","77:5,0.82","86:6,0.31","90:6,0.34","94:7,0.66","97:1,0.35","100:6,0.87","114:5,0.86","120:1,0.85","128:5,0.85"
"2:4,0.42","7:8,0.74","12:2,0.83","13:7,0.73","24:9,0.68","29:8,0.62","36:2,0.34","38:8,0.65","42:4,0.68","45:3,0.42","56:8,0.31","63:6,0.35","67:3,0.88","71:8,0.72","79:3,0.86","88:5,0.83","90:7,0.37","94:8,0.34","97:5,0.77","100:5,0.5","114:8,0.37","120:9,0.75","123:1,0.87"
"2:2,0.45","7:3,0.69","12:2,0.67","13:1,0.66","24:9,0.54","29:7,0.32","36:9,0.56","38:7,0.86","42:5,0.72","45:9,0.76","56:4,0.82","63:4,0.73","67:8,0.68","71:6,0.46","79:5,0.36","88:5,0.87","90:8,0.71","94:2,0.75","97:5,0.89","100:4,0.85","114:5,0.48","120:4,0.36","125:4,0.61"
"2:4,0.61","7:3,0.79","12:6,0.47","13:5,0.72","24:8,0.9","29:8,0.65","36:6,0.59","38:6,0.63","42:4,0.38","45:9,0.73","56:3,0.47","63:1,0.88","67:4,0.77","71:1,0.35","79:1,0.32","88:3,0.45","90:5,0.55","94:6,0.37","97:6,0.83","100:2,0.85","114:3,0.69","120:3,0.67","128:8,0.57"
"2:5,0.72","7:6,0.82","12:7,0.38","13:3,0.74","24:1,0.76","29:2,0.75","36:3,0.44","38:3,0.3","42:7,0.47","45:8,0.44","56:1,0.72","63:9,0.84","67:8,0.49","71:1,0.45","79:1,0.52","86:9,0.75","90:3,0.88","94:2,0.75","97:4,0.56","100:5,0.4","114:9,0.55","120:2,0.4","123:4,0.58"
"2:3,0.43","7:2,0.78","12:8,0.8","13:1,0.5","24:7,0.5","29:2,0.34","36:9,0.31","38:4,0.81","42:8,0.57","45:8,0.56","56:8,0.67","63:2,0.39","67:7,0.6","71:5,0.62","79:1,0.43","86:9,0.59","90:3,0.42","94:5,0.88","97:2,0.6","100:5,0.81","114:7,0.69","120:4,0.74","125:9,0.56"
"2:7,0.64","7:5,0.71","12:9,0.81","13:2,0.69","24:6,0.62","29:1,0.66","36:5,0.82","38:7,0.46","42:2,0.33","45:9,0.73","56:1,0.59","63:9,0.84","67:6,0.85","71:5,0.74","79:3,0.74","86:2,0.89","90:8,0.52","94:1,0.89","97:7,0.57","100:3,0.45","114:6,0.58","120:2,0.6","128:8,0.42"
"2:5,0.43","7:6,0.45","12:6,0.81","13:9,0.62","24:3,0.37","29:4,0.7","36:6,0.89","38:2,0.44","42:2,0.45","45:4,0.66","56:9,0.69","63:9,0.39","67:6,0.88","71:1,0.85","77:4,0.5","88:9,0.52","90:3,0.52","94:3,0.88","97:8,0.66","100:3,0.74","114:2,0.33","120:8,0.42","123:8,0.31"
"2:4,0.46","7:5,0.71","12:7,0.53","13:7,0.5","24:3,0.45","29:3,0.31","36:1,0.54","38:3,0.47","42:1,0.47","45:7,0.54","56:5,0.68","63:8,0.61","67:9,0.34","71:5,0.31","77:8,0.82","88:4,0.72","90:1,0.47","94:5,0.43","97:9,0.39","100:4,0.85","114:7,0.41","120:5,0.52","125:5,0.38"
"2:8,0.31","7:6,0.43","12:6,0.37","13:4,0.72","24:2,0.71","29:7,0.6","36:7,0.35","38:5,0.65","42:6,0.44","45:2,0.71","56:1,0.45","63:3,0.73","67:4,0.77","71:9,0.39","77:9,0.52","88:3,0.5","90:4,0.41","94:4,0.87","97:5,0.7","100:7,0.57","114:4,0.31","120:8,0.36","128:1,0.47"
"2:1,0.67","7:7,0.69","12:4,0.62","13:3,0.67","24:3,0.74","29:6,0.44","36:6,0.54","38:4,0.74","42:8,0.38","45:6,0.5","56:2,0.58","63:1,0.41","67:1,0.6","71:5,0.65","77:1,0.67","86:9,0.66","90:1,0.6","94:4,0.85","97:5,0.44","100:7,0.72","114:7,0.38","120:5,0.47","123:7,0.87"
"2:5,0.82","7:1,0.67","12:8,0.67","13:2,0.63","24:6,0.89","29:7,0.66","36:8,0.38","38:6,0.59","42:8,0.43","45:2,0.39","56:1,0.62","63:5,0.39","67:5,0.67","71:7,0.61","77:4,0.44","86:8,0.74","90:3,0.77","94:4,0.56","97:5,0.53","100:8,0.4","114:3,0.31","120:6,0.48","125:3,0.81"
"2:9,0.3","7:8,0.62","12:1,0.54","13:8,0.84","24:2,0.64","29:9,0.39","36:9,0.59","38:8,0.43","42:9,0.49","45:1,0.56","56:7,0.6","63:6,0.86","67:4,0.36","71:3,0.67","77:1,0.68","86:6,0.39","90:2,0.59","94:4,0.66","97:4,0.42","100:1,0.45","114:7,0.77","120:1,0.43","128:6,0.7"
"2:4,0.43","7:4,0.73","12:9,0.51","13:5,0.49","24:5,0.62","29:8,0.68","36:1,0.78","38:9,0.45","42:8,0.76","45:7,0.8","56:8,0.79","63:5,0.67","67:9,0.31","70:6,0.65","79:2,0.71","88:8,0.49","90:5,0.88","94:6,0.31","97:7,0.4","100:6,0.37","114:5,0.39","120:1,0.77","123:3,0.83"
"2:6,0.59","7:6,0.55","12:2,0.55","13:7,0.51","24:4,0.58","29:3,0.58","36:5,0.76","38:6,0.35","42:3,0.62","45:8,0.52","56:1,0.74","63:7,0.56","67:9,0.58","70:6,0.38","79:8,0.81","88:2,0.88","90:8,0.56","94:6,0.61","97:3,0.82","100:1,0.7","114:6,0.41","120:4,0.34","125:9,0.31"
"2:1,0.43","7:2,0.85","12:1,0.32","13:5,0.34","24:5,0.51","29:3,0.52","36:2,0.35","38:6,0.32","42:7,0.44","45:7,0.33","56:3,0.73","63:1,0.6","67:7,0.72","70:3,0.64","79:1,0.68","88:4,0.87","90:4,0.58","94:6,0.38","97:6,0.8","100:6,0.31","114:2,0.87","120:8,0.7","128:9,0.82"
"2:3,0.39","7:3,0.77","12:5,0.85","13:1,0.78","24:5,0.4","29:9,0.81","36:5,0.8","38:3,0.45","42:3,0.57","45:1,0.56","56:2,0.33","63:9,0.55","67:2,0.35","70:3,0.7","79:9,0.58","86:5,0.32","90:1,0.61","94:7,0.86","97:2,0.39","100:8,0.72","114:9,0.8","120:7,0.74","123:8,0.32"
"2:7,0.66","7:1,0.81","12:4,0.37","13:7,0.35","24:9,0.54","29:3,0.47","36:8,0.49","38:1,0.74","42:9,0.32","45:4,0.78","56:2,0.62","63:3,0.89","67:5,0.46","70:9,0.73","79:7,0.5","86:3,0.85","90:5,0.84","94:7,0.58","97:6,0.77","100:6,0.74","114:6,0.89","120:4,0.32","125:1,0.7"
"2:5,0.65","7:2,0.58","12:5,0.71","13:8,0.76","24:8,0.43","29:3,0.52","36:8,0.42","38:5,0.57","42:2,0.73","45:3,0.38","56:5,0.6","63:8,0.42","67:2,0.64","70:8,0.52","79:1,0.6","86:4,0.8","90:9,0.53","94:8,0.7","97:3,0.53","100:1,0.54","114:7,0.76","120:1,0.82","128:1,0.38"
"2:2,0.68","7:3,0.68","12:7,0.8","13:9,0.48","24:4,0.9","29:5,0.42","36:7,0.33","38:1,0.68","42:1,0.77","45:5,0.83","56:3,0.58","63:2,0.75","67:4,0.35","70:1,0.58","77:5,0.84","88:8,0.7","90:9,0.78","94:3,0.86","97:9,0.7","100:9,0.7","114:9,0.73","120:7,0.56","123:7,0.49"
"2:4,0.42","7:2,0.43","12:3,0.89","13:3,0.38","24:1,0.47","29:5,0.44","36:1,0.8","38:2,0.86","42:1,0.4","45:8,0.74","56:7,0.45","63:3,0.48","67:5,0.52","70:9,0.38","77:2,0.79","88:6,0.45","90:7,0.52","94:8,0.87","97:5,0.4","100:3,0.76","114:2,0.38","120:1,0.81","125:5,0.49"
"2:7,0.69","7:2,0.42","12:1,0.72","13:3,0.88","24:8,0.84","29:6,0.65","36:1,0.37","38:7,0.5","42:7,0.64","45:9,0.66","56:3,0.76","63:5,0.59","67:9,0.87","70:3,0.49","77:8,0.39","88:2,0.73","90:9,0.59","94:9,0.61","97:9,0.41","100:5,0.59","114:2,0.39","120:1,0.33","128:6,0.79"
"2:5,0.65","7:2,0.59","12:7,0.43","13:2,0.47","24:2,0.73","29:1,0.87","36:2,0.35","38:3,0.48","42:2,0.48","45:4,0.35","56:7,0.74","63:1,0.74","67:8,0.37","70:6,0.63","77:3,0.51","86:9,0.83","90:6,0.79","94:8,0.85","97:4,0.73","100:6,0.57","114:8,0.39","120:1,0.69","123:2,0.71"
"2:1,0.33","7:2,0.77","12:4,0.85","13:4,0.85","24:2,0.7","29:1,0.55","36:8,0.74","38:2,0.34","42:4,0.76","45:2,0.58","56:9,0.34","63:4,0.47","67:4,0.57","70:6,0.62","77:8,0.55","86:7,0.6","90:4,0.66","94:9,0.82","97:5,0.52","100:1,0.41","114:2,0.82","120:3,0.83","125:1,0.86"
"2:6,0.46","7:9,0.65","12:9,0.31","13:3,0.57","24:6,0.59","29:7,0.85","36:3,0.45","38:1,0.56","42:3,0.45","45:4,0.31","56:1,0.75","63:3,0.52","67:8,0.37","70:8,0.83","77:6,0.37","86:5,0.48","90:8,0.49","94:1,0.45","97:7,0.79","100:1,0.35","114:7,0.76","120:4,0.74","128:6,0.4"
"2:3,0.48","7:2,0.57","12:7,0.87","13:6,0.35","24:4,0.64","29:7,0.33","36:8,0.71","38:2,0.85","42:7,0.67","45:2,0.56","56:1,0.88","63:9,0.42","66:2,0.82","71:2,0.72","79:3,0.41","88:8,0.47","90:1,0.63","94:6,0.72","97:8,0.66","100:5,0.68","114:2,0.89","120:9,0.37","123:3,0.47"
"2:4,0.56","7:6,0.77","12:1,0.32","13:4,0.46","24:4,0.47","29:2,0.83","36:7,0.86","38:7,0.72","42:8,0.54","45:4,0.36","56:7,0.41","63:1,0.87","66:4,0.48","71:8,0.76","79:2,0.46","88:6,0.71","90:5,0.37","94:6,0.79","97:4,0.61","100:4,0.44","114:1,0.37","120:6,0.66","125:4,0.42"
