"2:3,0.87","3:7,0.41","5:6,0.61","7:3,0.83","9:9,0.56","12:6,0.87","13:9,0.63","16:4,0.54","18:6,0.85","20:3,0.31","22:2,0.36","23:3,0.83","25:4,0.71","27:3,0.51","29:8,0.58","31:9,0.34","34:4,0.68","36:2,0.33","38:1,0.59","40:5,0.32","42:3,0.52","44:9,0.88","46:3,0.66","48:4,0.88","50:8,0.7","52:7,0.58","55:8,0.8","56:9,0.4","58:4,0.71","60:5,0.35","62:3,0.41","64:4,0.79","66:5,0.38","68:7,0.44","71:6,0.61","72:1,0.63","75:9,0.46"
"2:9,0.49","3:2,0.72","5:4,0.63","7:8,0.6","9:2,0.75","11:6,0.89","13:7,0.78","16:7,0.78","18:9,0.72","20:6,0.77","22:5,0.34","23:9,0.8","25:8,0.35","27:7,0.88","29:6,0.7","31:1,0.79","34:8,0.71","36:1,0.7","38:8,0.61","40:1,0.45","42:3,0.39","44:2,0.5","47:6,0.73","48:8,0.85","50:3,0.48","52:6,0.87","55:7,0.88","56:4,0.69","58:6,0.78","60:6,0.87","62:3,0.65","64:2,0.73","66:3,0.74","68:7,0.82","71:4,0.47","72:8,0.32","75:1,0.9"
"2:8,0.81","3:2,0.85","5:2,0.43","7:2,0.79","9:6,0.34","12:4,0.81","13:3,0.45","16:1,0.42","18:3,0.56","20:1,0.36","22:6,0.32","23:7,0.43","25:6,0.77","27:9,0.77","29:9,0.56","31:2,0.7","34:5,0.49","36:7,0.35","38:2,0.84","40:1,0.51","42:3,0.51","44:5,0.64","47:1,0.82","48:2,0.79","50:2,0.51","52:7,0.45","55:5,0.46","56:2,0.49","58:1,0.82","60:4,0.64","62:6,0.44","64:5,0.34","66:4,0.65","68:7,0.52","71:7,0.35","72:3,0.83","75:8,0.61"
"2:5,0.49","3:4,0.33","5:4,0.59","8:7,0.42","9:3,0.56","11:8,0.38","13:6,0.3","16:1,0.73","18:7,0.34","20:3,0.76","22:3,0.51","23:8,0.34","25:5,0.39","27:2,0.42","29:2,0.71","31:4,0.53","34:2,0.6","36:4,0.41","39:7,0.69","40:4,0.49","42:7,0.77","44:5,0.64","46:5,0.64","48:3,0.82","51:9,0.66","52:6,0.62","55:1,0.87","56:2,0.54","58:5,0.9","60:6,0.83","62:9,0.64","64:3,0.49","66:8,0.64","69:4,0.33","71:6,0.33","72:5,0.46","75:7,0.3"
"2:1,0.79","3:8,0.48","5:6,0.61","7:8,0.76","10:8,0.88","11:1,0.34","13:2,0.4","16:8,0.38","18:9,0.88","20:7,0.57","22:5,0.57","23:7,0.7","25:4,0.32","27:1,0.51","29:7,0.71","31:1,0.86","34:4,0.36","36:4,0.38","39:5,0.81","40:7,0.47","42:1,0.52","44:6,0.41","46:8,0.75","48:1,0.64","51:9,0.34","52:2,0.62","55:8,0.84","56:3,0.81","58:9,0.59","60:6,0.35","62:3,0.46","64:5,0.89","66:1,0.64","69:6,0.9","71:9,0.5","72:2,0.36","75:3,0.62"
"2:9,0.76","3:4,0.43","5:8,0.44","8:5,0.66","9:5,0.59","12:3,0.79","13:4,0.37","16:5,0.39","18:1,0.35","20:5,0.79","22:4,0.56","23:8,0.8","25:9,0.32","27:1,0.84","29:1,0.4","31:6,0.41","34:2,0.72","36:5,0.6","39:7,0.6","40:9,0.32","42:5,0.74","44:4,0.5","46:8,0.43","48:9,0.48","51:7,0.64","52:8,0.81","55:3,0.85","56:4,0.53","58:8,0.73","60:6,0.41","62:1,0.75","64:2,0.53","66:7,0.63","69:2,0.48","71:8,0.3","72:5,0.85","75:2,0.49"
"2:2,0.37","3:2,0.54","5:6,0.66","7:2,0.58","10:1,0.66","12:1,0.81","13:7,0.79","16:6,0.47","18:3,0.83","20:6,0.75","22:8,0.58","23:9,0.34","25:3,0.68","27:4,0.83","29:7,0.4","31:6,0.78","34:8,0.62","36:8,0.9","39:9,0.69","40:9,0.62","42:2,0.77","44:2,0.57","46:9,0.64","48:5,0.7","51:3,0.39","52:3,0.73","55:5,0.57","56:2,0.6","58:9,0.4","60:4,0.34","62:3,0.74","64:2,0.67","66:6,0.49","69:2,0.63","71:3,0.51","72:2,0.36","75:3,0.35"
"2:1,0.69","3:6,0.64","5:4,0.52","8:5,0.33","9:5,0.35","11:6,0.49","13:3,0.3","16:9,0.66","18:2,0.66","20:4,0.65","22:5,0.67","23:1,0.84","25:8,0.49","27:7,0.55","29:9,0.76","31:7,0.61","34:4,0.31","36:3,0.54","39:4,0.82","40:4,0.43","42:3,0.74","44:4,0.41","46:9,0.31","48:2,0.75","51:6,0.38","52:2,0.68","55:2,0.67","56:1,0.74","58:3,0.72","60:6,0.35","62:2,0.75","64:4,0.5","66:6,0.44","68:4,0.63","71:5,0.6","72:4,0.46","75:7,0.52"
"2:5,0.58","3:8,0.34","5:4,0.5","7:7,0.77","10:9,0.65","11:4,0.41","13:3,0.45","16:5,0.43","18:1,0.45","20:4,0.78","22:9,0.39","23:5,0.51","25:4,0.51","27:9,0.6","29:7,0.48","31:9,0.48","34:2,0.76","36:2,0.71","39:8,0.81","40:7,0.37","42:3,0.79","44:8,0.54","46:2,0.71","48:7,0.64","51:9,0.63","52:3,0.72","55:1,0.7","56:9,0.49","58:4,0.43","60:7,0.36","62:8,0.86","64:7,0.46","66:8,0.86","68:2,0.48","71:9,0.43","72:1,0.39","75:9,0.58"
"2:3,0.42","3:7,0.8","5:5,0.48","8:3,0.72","9:6,0.44","12:3,0.51","13:2,0.78","16:6,0.46","18:3,0.47","20:5,0.54","22:5,0.63","23:4,0.5","25:4,0.89","27:8,0.77","29:2,0.88","31:3,0.38","34:1,0.65","36:9,0.57","39:8,0.32","40:7,0.74","42:5,0.39","44:1,0.53","46:1,0.52","48:7,0.5","51:3,0.48","52:3,0.64","55:7,0.72","56:4,0.6","58:4,0.4","60:5,0.64","62:8,0.9","64:6,0.84","66:5,0.48","68:5,0.39","71:3,0.41","72:7,0.66","75:1,0.53"
"2:3,0.37","3:8,0.44","5:2,0.44","7:3,0.8","10:9,0.66","12:3,0.85","13:8,0.83","16:3,0.77","18:5,0.46","20:8,0.51","22:9,0.67","23:8,0.71","25:6,0.69","27:9,0.34","29:6,0.33","31:5,0.61","34:6,0.4","36:6,0.66","39:6,0.42","40:3,0.58","42:5,0.52","44:6,0.78","46:5,0.75","48:9,0.76","51:4,0.45","52:6,0.42","55:1,0.46","56:5,0.87","58:7,0.56","60:6,0.34","62:3,0.67","64:3,0.47","66:1,0.51","68:8,0.35","71:7,0.67","72:3,0.84","75:3,0.31"
"2:8,0.66","3:2,0.83","5:6,0.75","7:2,0.36","9:2,0.63","12:5,0.9","13:7,0.38","16:2,0.39","18:5,0.84","20:5,0.42","22:1,0.48","23:5,0.6","25:6,0.83","27:4,0.73","29:8,0.51","31:1,0.88","34:6,0.38","36:1,0.4","39:3,0.66","40:4,0.79","42:1,0.49","44:1,0.8","46:9,0.33","48:2,0.38","50:8,0.82","52:5,0.38","55:3,0.59","56:2,0.73","58:1,0.88","60:3,0.33","62:7,0.83","64:7,0.47","66:2,0.64","69:5,0.89","71:8,0.36","72:9,0.73","75:8,0.67"
"2:8,0.48","3:5,0.72","5:6,0.86","7:9,0.86","9:2,0.34","12:6,0.81","13:2,0.75","16:4,0.48","18:6,0.31","20:2,0.3","22:8,0.7","23:5,0.75","25:1,0.59","27:9,0.84","29:6,0.85","31:5,0.47","34:6,0.43","36:6,0.62","39:9,0.51","40:7,0.74","42:8,0.8","44:4,0.57","46:9,0.85","48:6,0.74","50:2,0.72","52:4,0.36","55:9,0.41","56:3,0.36","58:5,0.88","60:7,0.85","62:5,0.38","64:6,0.7","66:5,0.52","68:5,0.39","71:1,0.79","72:3,0.69","75:8,0.58"
"2:7,0.56","3:5,0.4","5:3,0.58","8:1,0.46","9:2,0.33","11:4,0.34","14:7,0.64","16:8,0.6","17:2,0.75","19:2,0.54","22:3,0.61","23:2,0.88","25:1,0.69","27:6,0.44","29:3,0.72","31:3,0.36","34:9,0.31","36:6,0.69","38:9,0.59","40:7,0.53","42:7,0.5","44:8,0.66","46:3,0.68","48:4,0.31","51:1,0.48","52:2,0.55","55:7,0.83","56:8,0.46","58:7,0.6","60:5,0.51","62:3,0.9","64:4,0.4","66:8,0.78","69:2,0.73","70:1,0.59","72:1,0.51","75:1,0.72"
"2:4,0.89","3:5,0.44","6:9,0.61","7:1,0.53","9:5,0.36","11:8,0.81","14:9,0.33","15:4,0.9","17:2,0.37","19:4,0.72","22:9,0.78","23:2,0.41","25:1,0.65","27:9,0.53","29:9,0.65","31:8,0.64","35:6,0.32","36:9,0.49","38:2,0.78","40:7,0.85","42:6,0.77","44:4,0.44","46:9,0.38","48:5,0.63","51:4,0.8","52:6,0.7","55:6,0.32","56:1,0.32","58:8,0.63","60:6,0.72","62:3,0.37","64:3,0.49","66:5,0.84","68:6,0.3","70:2,0.66","72:2,0.79","75:2,0.51"
"2:9,0.88","3:3,0.65","6:6,0.7","7:5,0.45","10:1,0.88","11:2,0.75","14:9,0.72","15:9,0.79","17:2,0.87","19:3,0.42","22:3,0.54","23:6,0.37","25:7,0.88","27:8,0.5","29:1,0.89","31:3,0.61","35:9,0.59","36:6,0.44","38:8,0.5","40:4,0.57","42:5,0.6","44:4,0.87","46:3,0.51","48:9,0.87","51:9,0.81","52:1,0.52","55:3,0.84","56:7,0.85","58:6,0.54","60:5,0.64","62:8,0.38","64:5,0.49","66:4,0.75","68:6,0.85","70:1,0.45","72:5,0.83","75:5,0.44"
"2:5,0.78","3:3,0.71","5:8,0.7","8:5,0.6","9:8,0.52","11:9,0.57","14:5,0.31","16:2,0.54","17:5,0.83","19:8,0.52","22:5,0.74","23:5,0.47","25:1,0.79","27:9,0.54","29:2,0.37","31:2,0.41","34:2,0.5","36:1,0.4","38:4,0.75","40:1,0.48","42:1,0.79","44:8,0.38","46:6,0.62","48:7,0.58","51:6,0.77","52:8,0.61","55:4,0.89","56:5,0.68","58:1,0.54","60:7,0.85","62:1,0.75","64:1,0.63","66:7,0.39","68:4,0.74","70:6,0.43","72:1,0.69","75:4,0.88"
"2:4,0.5","3:9,0.4","6:4,0.84","7:8,0.77","9:5,0.35","11:7,0.65","14:5,0.89","15:4,0.38","17:7,0.41","19:3,0.51","22:8,0.35","23:2,0.71","25:8,0.49","27:5,0.52","29:9,0.63","31:6,0.57","34:1,0.47","36:2,0.41","39:3,0.6","40:7,0.63","42:6,0.61","44:5,0.54","46:1,0.5","48:6,0.43","51:4,0.33","52:6,0.7","55:3,0.32","56:8,0.72","58:2,0.44","60:1,0.48","62:7,0.8","64:3,0.82","66:7,0.82","68:5,0.78","70:7,0.61","72:9,0.69","75:5,0.9"
"2:9,0.53","3:5,0.77","6:1,0.39","7:9,0.38","9:2,0.58","11:5,0.79","14:2,0.72","15:4,0.4","17:6,0.53","19:3,0.88","22:1,0.46","23:1,0.48","25:3,0.65","27:9,0.33","29:9,0.72","31:8,0.34","34:8,0.3","36:3,0.53","39:1,0.78","40:8,0.75","42:1,0.4","44:7,0.62","46:4,0.67","48:1,0.61","51:5,0.78","52:3,0.41","55:3,0.35","56:4,0.41","58:7,0.83","60:5,0.41","62:4,0.44","64:2,0.84","66:9,0.4","68:2,0.46","71:8,0.55","72:2,0.69","75:1,0.84"
"2:1,0.53","3:8,0.42","6:1,0.54","7:8,0.37","10:5,0.5","11:7,0.41","14:8,0.69","15:6,0.62","17:6,0.73","19:9,0.68","22:2,0.67","23:3,0.54","25:9,0.41","27:2,0.56","29:4,0.77","31:8,0.75","34:1,0.53","36:7,0.86","39:2,0.71","40:9,0.43","42:9,0.86","44:5,0.39","46:3,0.38","48:6,0.62","51:2,0.71","52:8,0.52","55:7,0.51","56:2,0.57","58:8,0.68","60:9,0.41","62:7,0.84","64:5,0.77","66:6,0.68","68:7,0.57","71:3,0.71","72:6,0.38","75:5,0.51"
"2:4,0.47","3:9,0.38","6:7,0.72","7:8,0.83","9:9,0.56","11:9,0.85","14:9,0.4","15:4,0.45","17:2,0.9","19:9,0.85","22:2,0.36","23:6,0.68","25:8,0.37","27:7,0.53","29:3,0.73","31:9,0.59","34:2,0.9","36:9,0.55","39:4,0.33","40:8,0.47","42:8,0.88","44:5,0.51","46:9,0.5","48:3,0.33","50:2,0.58","52:1,0.45","55:8,0.34","56:1,0.71","58:4,0.69","60:2,0.38","62:1,0.84","64:1,0.86","66:2,0.46","68:6,0.43","70:2,0.65","72:6,0.34","75:6,0.51"
"2:2,0.56","3:4,0.44","6:3,0.36","7:8,0.39","9:2,0.53","11:3,0.38","14:8,0.68","15:1,0.45","17:1,0.47","19:1,0.41","22:4,0.68","23:3,0.62","25:5,0.33","27:5,0.53","29:1,0.61","31:9,0.59","34:3,0.49","36:5,0.5","39:3,0.57","40:7,0.79","42:5,0.74","44:6,0.36","46:7,0.76","48:1,0.69","50:1,0.58","52:5,0.9","55:2,0.51","56:1,0.89","58:5,0.65","60:2,0.4","62:2,0.42","64:5,0.54","66:1,0.54","68:1,0.41","71:6,0.34","72:7,0.47","75:1,0.35"
"2:5,0.35","3:1,0.62","5:6,0.57","7:3,0.76","9:9,0.32","11:9,0.7","14:7,0.65","15:3,0.81","18:1,0.72","20:7,0.42","22:1,0.7","23:9,0.84","25:2,0.33","27:5,0.47","29:7,0.47","31:2,0.4","34:3,0.68","36:3,0.87","38:9,0.53","40:4,0.75","42:3,0.62","44:1,0.32","46:8,0.8","48:5,0.57","50:4,0.72","52:6,0.51","55:2,0.49","57:8,0.66","58:7,0.51","60:6,0.71","62:5,0.33","64:9,0.8","66:6,0.56","69:2,0.6","70:1,0.82","72:8,0.33","75:4,0.65"
"2:1,0.61","3:9,0.85","5:1,0.35","7:4,0.39","9:9,0.84","12:8,0.44","14:9,0.33","15:6,0.48","18:6,0.62","20:6,0.74","22:7,0.43","23:2,0.4","25:6,0.81","27:3,0.6","29:3,0.38","31:3,0.67","34:3,0.79","36:2,0.46","38:9,0.58","40:6,0.57","42:1,0.77","44:8,0.38","46:4,0.56","48:1,0.44","50:3,0.89","52:1,0.32","55:2,0.52","57:3,0.6","58:4,0.74","60:2,0.87","62:2,0.45","64:3,0.71","66:5,0.36","69:8,0.6","70:1,0.72","72:2,0.58","75:7,0.56"
"2:7,0.79","3:1,0.63","5:5,0.63","7:2,0.35","9:9,0.52","12:4,0.47","14:6,0.31","15:4,0.8","18:4,0.52","20:3,0.53","22:9,0.64","23:7,0.9","25:5,0.67","27:9,0.43","29:7,0.5","31:4,0.79","34:1,0.67","36:3,0.68","38:8,0.88","40:2,0.79","42:8,0.48","44:7,0.81","46:1,0.8","48:3,0.34","50:7,0.72","52:8,0.78","55:6,0.46","57:6,0.39","58:2,0.43","60:7,0.65","63:8,0.65","64:3,0.69","66:5,0.4","69:3,0.83","70:9,0.83","72:3,0.52","75:4,0.36"
"2:8,0.89","3:7,0.82","5:4,0.86","7:5,0.39","9:9,0.61","11:2,0.68","14:2,0.81","16:4,0.63","18:2,0.57","20:2,0.39","22:9,0.55","23:9,0.75","25:1,0.34","27:7,0.67","29:6,0.52","31:2,0.5","34:2,0.38","36:1,0.75","38:7,0.68","40:5,0.88","42:2,0.4","44:1,0.35","46:7,0.64","48:3,0.82","50:7,0.79","52:1,0.85","55:3,0.68","56:1,0.44","58:7,0.65","60:6,0.78","62:7,0.38","64:2,0.71","66:3,0.42","69:8,0.31","70:7,0.51","72:9,0.72","75:4,0.7"
"2:9,0.61","3:2,0.5","5:1,0.42","7:4,0.73","9:5,0.59","12:5,0.34","14:3,0.47","16:7,0.9","18:8,0.79","20:8,0.52","22:2,0.63","23:1,0.44","25:8,0.66","27:2,0.87","29:7,0.57","31:3,0.79","34:8,0.58","36:2,0.64","38:7,0.3","40:2,0.34","42:2,0.4","44:4,0.35","46:3,0.71","48:1,0.53","50:8,0.63","52:4,0.69","55:4,0.53","56:6,0.87","58:8,0.44","60:1,0.69","62:6,0.65","64:1,0.7","66:3,0.72","69:9,0.51","70:7,0.6","72:2,0.37","75:2,0.84"
"2:9,0.57","3:4,0.83","5:6,0.56","7:3,0.36","9:3,0.53","12:2,0.64","14:7,0.82","16:1,0.75","18:1,0.64","20:4,0.88","22:5,0.35","23:6,0.61","25:1,0.36","27:4,0.31","29:6,0.73","31:7,0.75","34:1,0.59","36:1,0.77","38:8,0.77","40:7,0.43","42:9,0.53","44:8,0.68","46:4,0.54","48:4,0.59","50:4,0.32","52:5,0.78","55:5,0.88","56:3,0.45","58:7,0.86","60:8,0.62","62:6,0.68","64:2,0.83","66:1,0.8","68:4,0.44","70:4,0.42","72:1,0.82","75:6,0.56"
"2:6,0.61","3:7,0.47","5:6,0.67","7:4,0.47","10:3,0.79","11:1,0.66","14:8,0.32","16:3,0.89","18:6,0.52","20:5,0.41","22:4,0.35","23:3,0.55","25:3,0.87","27:1,0.33","29:9,0.63","31:8,0.38","34:2,0.77","36:3,0.7","39:6,0.3","40:8,0.5","42:8,0.55","44:4,0.31","46:5,0.68","48:8,0.44","51:1,0.48","52:5,0.55","55:8,0.52","56:7,0.84","58:8,0.46","60:9,0.46","62:2,0.52","64:3,0.42","66:1,0.54","68:5,0.69","70:1,0.72","72:7,0.45","75:7,0.56"
"2:4,0.48","3:7,0.49","5:3,0.35","7:7,0.39","9:1,0.69","11:4,0.72","14:8,0.55","15:1,0.33","18:7,0.81","20:5,0.37","22:2,0.84","23:6,0.38","25:1,0.73","27:9,0.79","29:9,0.3","31:3,0.53","34:2,0.66","36:2,0.49","39:5,0.68","40:7,0.53","42:6,0.79","44:8,0.87","46:9,0.87","48:6,0.36","50:1,0.3","52:9,0.84","55:2,0.32","57:9,0.77","58:3,0.54","60:4,0.31","62:5,0.66","64:3,0.73","66:2,0.43","69:4,0.83","71:8,0.67","72:7,0.63","75:9,0.52"
"2:9,0.68","3:4,0.46","5:3,0.63","7:3,0.64","9:5,0.86","12:7,0.76","14:8,0.86","15:5,0.59","18:9,0.47","20:5,0.53","22:9,0.59","23:8,0.88","25:6,0.35","27:1,0.5","29:2,0.35","31:6,0.7","34:6,0.6","36:3,0.74","39:9,0.9","40:8,0.73","42:4,0.9","44:3,0.52","46:4,0.52","48:4,0.43","50:7,0.42","52:2,0.5","55:6,0.32","57:4,0.76","58:5,0.46","60:1,0.47","62:1,0.68","64:3,0.73","66:5,0.8","69:6,0.34","71:1,0.77","72:4,0.53","75:9,0.84"
"2:9,0.49","3:3,0.52","5:9,0.6","7:1,0.66","9:5,0.74","11:4,0.59","13:5,0.73","15:1,0.45","17:2,0.38","19:5,0.76","22:1,0.73","23:9,0.39","26:5,0.63","28:2,0.7","29:8,0.58","31:9,0.54","34:1,0.5","36:6,0.78","38:2,0.52","40:4,0.66","42:7,0.55","44:4,0.86","46:5,0.9","48:8,0.82","51:5,0.41","52:2,0.54","55:8,0.36","56:5,0.56","58:7,0.87","60:3,0.36","62:3,0.59","64:3,0.68","66:8,0.52","68:6,0.36","70:8,0.66","72:9,0.61","75:7,0.36"
"2:8,0.3","3:5,0.32","5:6,0.69","7:2,0.48","9:9,0.46","11:6,0.31","14:4,0.65","15:2,0.37","17:8,0.44","19:7,0.55","22:6,0.42","23:7,0.77","26:2,0.85","28:4,0.78","29:1,0.38","31:5,0.55","34:4,0.89","36:9,0.55","38:3,0.71","40:5,0.75","42:2,0.83","44:4,0.3","46:4,0.46","48:6,0.53","51:5,0.69","52:3,0.36","55:5,0.58","56:3,0.41","58:5,0.86","60:6,0.89","62:9,0.33","64:6,0.46","66:8,0.8","68:9,0.87","70:8,0.9","72:6,0.8","75:7,0.79"
"2:1,0.9","3:6,0.44","6:2,0.84","7:9,0.66","9:5,0.63","11:1,0.82","13:9,0.66","15:3,0.85","17:3,0.35","19:6,0.51","22:1,0.49","23:6,0.51","26:9,0.72","27:2,0.69","29:9,0.37","31:9,0.53","34:5,0.43","36:1,0.72","39:6,0.62","40:8,0.38","42:3,0.36","44:6,0.8","46:2,0.75","48:8,0.82","50:7,0.72","52:9,0.31","55:5,0.65","56:5,0.64","58:8,0.59","60:2,0.64","62:7,0.46","64:9,0.45","66:6,0.34","68:2,0.72","71:9,0.79","72:6,0.8","75:6,0.37"
"2:1,0.6","3:4,0.36","6:1,0.73","7:3,0.72","9:7,0.75","11:9,0.53","13:1,0.8","15:1,0.36","17:2,0.51","19:1,0.35","22:1,0.63","23:8,0.86","26:7,0.86","27:3,0.78","29:9,0.6","31:6,0.51","35:8,0.75","36:2,0.63","39:2,0.81","40:7,0.64","42:4,0.58","44:5,0.4","46:7,0.71","48:1,0.58","50:1,0.85","52:3,0.84","55:1,0.71","56:1,0.5","58:8,0.65","60:2,0.42","62:2,0.66","64:7,0.68","66:7,0.8","68:6,0.43","70:4,0.69","72:4,0.6","75:1,0.33"
"2:1,0.37","3:9,0.66","6:5,0.8","7:2,0.7","9:6,0.89","11:6,0.67","13:1,0.67","15:7,0.88","17:8,0.66","19:2,0.47","22:3,0.68","23:6,0.81","26:8,0.9","27:5,0.72","29:5,0.76","31:3,0.78","35:1,0.64","36:8,0.57","39:9,0.82","40:2,0.49","42:2,0.86","44:1,0.46","46:5,0.51","48:3,0.37","50:3,0.77","52:9,0.52","55:9,0.44","56:6,0.75","58:1,0.74","60:2,0.86","62:4,0.35","64:4,0.41","66:8,0.67","68:7,0.41","71:6,0.53","72:9,0.77","75:7,0.59"
"2:2,0.4","3:4,0.62","5:5,0.51","7:6,0.74","9:4,0.63","11:2,0.81","13:2,0.81","16:5,0.57","17:8,0.42","19:2,0.51","22:6,0.42","23:2,0.87","25:6,0.51","28:7,0.69","29:9,0.58","31:8,0.34","34:3,0.39","36:9,0.7","38:4,0.4","40:6,0.55","43:9,0.68","44:8,0.3","46:4,0.86","49:7,0.89","50:7,0.48","52:3,0.39","54:9,0.87","56:3,0.49","58:9,0.77","61:4,0.66","62:6,0.54","64:6,0.66","67:3,0.42","68:5,0.83","70:7,0.42","73:8,0.76","74:3,0.69"
"2:5,0.58","3:7,0.69","5:3,0.78","7:1,0.69","9:8,0.8","11:9,0.65","13:4,0.52","16:3,0.71","17:8,0.77","19:4,0.55","22:2,0.89","23:5,0.87","25:9,0.65","27:5,0.78","29:7,0.31","31:2,0.48","34:8,0.88","36:4,0.78","38:1,0.55","40:9,0.3","43:4,0.34","44:6,0.34","46:3,0.75","49:6,0.59","50:6,0.36","52:8,0.61","54:8,0.4","56:6,0.73","58:3,0.75","61:2,0.67","62:5,0.75","64:8,0.75","67:6,0.3","68:2,0.35","70:6,0.71","73:4,0.6","74:2,0.85"
"2:4,0.31","3:8,0.52","5:1,0.51","7:5,0.61","9:6,0.69","11:7,0.56","13:4,0.36","16:7,0.84","17:6,0.47","19:5,0.31","22:7,0.58","23:3,0.32","26:3,0.89","28:4,0.35","29:7,0.8","31:9,0.36","34:6,0.34","36:7,0.68","38:2,0.8","40:8,0.75","43:3,0.34","44:1,0.5","46:9,0.38","49:6,0.86","50:1,0.45","52:5,0.51","54:5,0.69","56:5,0.9","58:1,0.82","61:8,0.61","62:7,0.48","64:2,0.34","67:4,0.77","68:8,0.73","70:6,0.86","73:6,0.42","74:2,0.53"
"2:7,0.78","3:4,0.45","5:1,0.42","7:6,0.59","9:6,0.38","11:2,0.64","13:8,0.48","16:5,0.81","17:3,0.65","19:3,0.42","22:2,0.56","23:6,0.86","26:6,0.71","27:8,0.52","29:6,0.62","31:8,0.72","34:8,0.48","36:9,0.59","38:4,0.45","40:6,0.34","43:6,0.69","44:1,0.79","46:6,0.33","49:4,0.43","50:6,0.55","52:2,0.59","54:7,0.85","56:3,0.54","58:2,0.71","61:6,0.44","62:8,0.9","64:5,0.77","67:5,0.68","68:4,0.36","70:8,0.77","73:4,0.31","74:2,0.7"
"2:7,0.39","3:2,0.82","5:6,0.37","7:7,0.85","9:6,0.68","12:2,0.56","13:4,0.66","15:6,0.7","17:7,0.58","20:9,0.49","21:8,0.69","24:3,0.63","25:7,0.4","28:9,0.72","29:1,0.34","33:9,0.88","34:5,0.51","36:1,0.81","38:9,0.53","40:1,0.87","42:5,0.88","44:1,0.49","47:1,0.4","48:2,0.35","51:4,0.67","52:8,0.37","54:2,0.83","56:9,0.35","58:9,0.35","60:9,0.36","62:6,0.4","64:4,0.88","66:3,0.85","68:9,0.65","70:4,0.55","73:2,0.82","74:5,0.78"
"2:5,0.67","3:4,0.64","5:8,0.78","7:7,0.63","10:5,0.61","12:9,0.63","13:5,0.31","15:4,0.8","17:8,0.58","19:3,0.71","21:8,0.54","24:7,0.74","25:2,0.76","28:7,0.78","29:2,0.84","33:6,0.32","34:1,0.74","36:5,0.4","38:5,0.37","40:9,0.36","42:1,0.66","44:5,0.79","46:7,0.71","48:6,0.34","50:4,0.45","52:3,0.75","54:3,0.46","56:7,0.36","58:9,0.65","60:7,0.76","62:1,0.51","64:9,0.63","66:5,0.52","68:9,0.85","70:8,0.73","73:1,0.72","74:7,0.55"
"2:4,0.41","3:4,0.77","5:1,0.77","7:8,0.78","9:6,0.33","12:9,0.46","13:8,0.8","15:1,0.68","17:7,0.78","20:2,0.53","21:6,0.38","24:4,0.4","25:1,0.51","28:5,0.55","29:7,0.74","33:3,0.81","34:1,0.46","36:6,0.47","38:7,0.8","40:1,0.36","42:1,0.73","44:3,0.51","47:5,0.76","48:4,0.54","50:2,0.51","52:4,0.51","54:5,0.37","56:8,0.31","58:5,0.39","60:9,0.68","62:3,0.34","64:7,0.73","66:9,0.32","68:9,0.9","70:9,0.69","73:3,0.46","74:7,0.85"
"2:4,0.42","3:6,0.4","5:2,0.59","7:4,0.54","9:1,0.73","11:3,0.81","13:4,0.86","15:5,0.55","17:5,0.84","19:6,0.69","21:3,0.7","23:2,0.35","25:2,0.37","28:7,0.65","29:9,0.41","33:2,0.61","34:6,0.4","36:7,0.69","38:7,0.61","40:8,0.88","42:5,0.69","44:6,0.55","46:8,0.47","48:3,0.79","50:7,0.56","52:5,0.54","54:1,0.71","56:2,0.82","58:4,0.61","60:9,0.49","62:4,0.65","65:3,0.79","67:1,0.88","68:9,0.51","70:7,0.54","73:9,0.41","74:3,0.55"
"2:3,0.87","3:8,0.54","5:6,0.54","7:5,0.67","9:3,0.36","12:3,0.33","13:8,0.48","15:8,0.72","17:2,0.7","20:6,0.63","21:2,0.5","24:6,0.6","25:7,0.63","28:1,0.42","29:8,0.85","33:6,0.51","34:8,0.55","36:2,0.42","38:1,0.59","40:4,0.78","42:6,0.67","44:7,0.36","47:9,0.52","48:7,0.47","51:9,0.43","52:1,0.86","54:9,0.38","56:7,0.3","58:5,0.87","60:5,0.89","62:3,0.4","64:3,0.3","66:6,0.33","68:1,0.5","70:1,0.83","72:8,0.85","74:4,0.42"
"2:4,0.48","3:4,0.76","5:9,0.52","7:1,0.76","9:4,0.45","12:2,0.65","13:1,0.46","16:6,0.64","17:9,0.67","20:3,0.49","21:7,0.41","24:6,0.7","25:2,0.67","28:7,0.79","29:2,0.81","33:6,0.46","34:3,0.33","36:5,0.41","38:4,0.33","40:2,0.9","42:4,0.39","44:9,0.69","47:1,0.71","48:3,0.63","51:1,0.71","52:4,0.82","54:6,0.85","56:2,0.73","58:9,0.8","60:9,0.5","62:8,0.49","64:3,0.59","66:4,0.63","68:1,0.86","70:5,0.42","72:4,0.87","74:5,0.39"
